,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, Stardate 42723.8.   The Enterprise is en route to the   Epsilon Nine Sector for   astronomical survey of a new   pulsar cluster. In the meantime,   Ensign Crusher will be diverting   to Starbase five one five for   progressive Starfleet exams...",1    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
1,RIKER,   This just came in from Starfleet--,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
2,WESLEY,       The testing parameters?,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
3,DATA,   Do not be apprehensive. I found   the Academy examinations quite   elementary.,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
4,WESLEY,   You would.,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
5,RIKER,   Your earlier test results were   good enough to get you Academy   credit for your work here. I   don't think you have anything to   worry about.,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
6,WESLEY,"   But those Academy cadets are   pretty competitive, you know.",2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
7,RIKER,"   They don't have your practical   experience, Wes.",2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
8,DATA,"   Commander Riker is correct. While   the information imparted to cadets   at the Academy is unquestionably   vital for prospective Starfleet   officers, it nevertheless requires   a significant period of   supplementary systems training   and situational disciplines.",2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
9,RIKER,   Data... isn't that what I just   said?,2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
10,DATA,"   Yes, Commander. But not quite   as perspicuously.",2    INT. MAIN BRIDGE - THE TURBOLIFT DOORS,MAIN BRIDGE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
11,PICARD,   I won't have you telling me what   course to set!,3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
12,PULASKI,"   As chief medical officer, I am   ordering you to report to Starbase   five one five immediately!",3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
13,PICARD,"   Oh, please. I feel fine.",3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
14,PULASKI,"   The truth is, you've neglected   this far too long.",3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
15,PICARD,   This ship has a mission to carry   out.,3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
16,PULASKI,"   An astronomical survey to be   conducted by the science officers,   I believe.",3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
17,PICARD,   I've been looking forward to   seeing the Epsilon Pulsar Cluster   for myself.,3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
18,PULASKI,   Then we'll perform the procedure   right here.,3    INT. SICKBAY/PULASKI'S OFFICE - PICARD,SICKBAY/PULASKI'S OFFICE,INT.,Samaritan Snare,1989-03-08,The Next Generation,143.txt
