,character,quote,scene,location,view,episode,date,series,file
0,PICARD ,"   Captain's log, stardate 45233.1.   Our terraforming mission to Doraf   One has been suddenly cancelled   and the Enterprise recalled to   Starbase Two-thirty-four. Fleet   Admiral Brackett would not discuss   the matter on subspace for   reasons she said would soon be   clear...",1    EXT. SPACE - ENTERPRISE AT STARBASE (OPTICAL),SPACE - ENTERPRISE AT STARBASE,EXT.,Unification Part I,1991-09-13,The Next Generation,208.txt
1,ADMIRAL BRACKETT,"   I apologize for the mystery,   Captain... but we must attempt   to contain the information I'm   about to reveal to you... at least   as long as possible...",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
2,PICARD,"   I will admit you've piqued my   curiosity, Admiral.",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
3,ADMIRAL BRACKETT,"   Three weeks ago, one of our most   celebrated ambassadors -- an   advisor to Federation leaders for   generations -- disappeared. He   left no word of his destination.",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
4,ADMIRAL BRACKETT,"   Two days ago, intelligence reports   placed him on Romulus -- and I   assure you it's an unauthorized   visit. Computer, initiate linkage   between this terminal and starbase   computer system alpha-two-nine.",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
5,COMPUTER,   Linkage complete.,2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
6,PICARD,   A defection?,2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
7,ADMIRAL BRACKETT,"   If it is, the damage to Federation   security would be incalculable.",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
8,ADMIRAL BRACKETT,"   Taken on Romulus, by long-range   scanner. Computer, enhance image   in section four-delta.",2    INT. ENTERPRISE - READY ROOM,ENTERPRISE,INT.,Unification Part I,1991-09-13,The Next Generation,208.txt
9,PICARD ,"   Captain's log, stardate 45236.4.   As I study the intelligence   reports on Ambassador Spock's   disappearance, I cannot help but   feel a deeper, more personal   concern about this mission, for   I know this man through his   father. It was barely a year ago   that I shared a mind meld with   the Vulcan Sarek... now we must   meet again as I attempt to find   an explanation for his son's   actions.",5    EXT. SPACE - THE ENTERPRISE (OPTICAL),SPACE - THE ENTERPRISE,EXT.,Unification Part I,1991-09-13,The Next Generation,208.txt
