,character,quote,scene,location,view,episode,date,series
0,O'BRIEN,"   Computer, set heading one-four-zero    mark three-two...",B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
1,COMPUTER,   Course laid in.,B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
2,O'BRIEN,   Maximum warp.  Engage.,B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
3,O'BRIEN,   Time to the Parada system.,B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
4,COMPUTER,"   One hour, fourteen minutes.",B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
5,O'BRIEN,"   Create a new file, Computer.  O'Brien    personal log.  Stardate 47581.2.       I've gotta try to set the record    straight about the last fifty-two    hours.  I don't know who's gonna    hear this.  I don't even know if    I'll be alive by the time this log    is recovered.  I figure they'll be    coming after me.",B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
6,O'BRIEN ,   If I'm right about all this... they    won't want me to warn the Paradas.       Coffee.  Jamaican blend.  Double    strong.  Double sweet.,B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
7,O'BRIEN,"   I wish I could tell you who they    are.  That's part of the puzzle I    haven't figured out.  Part of the    puzzle, hell.  None of this whole    damn thing makes any sense.       I'm trying to remember the first    time I noticed that things were...    wrong.  It seems to me... yeah...",B1   INT. RUNABOUT,RUNABOUT,INT.,"""Whispers""",1993-11-16,Deep Space Nine
8,O'BRIEN ,       ... it had to be the first morning    after I got back to the station...,1    INT. O'BRIEN'S BEDROOM,O'BRIEN'S BEDROOM,INT.,"""Whispers""",1993-11-16,Deep Space Nine
9,O'BRIEN,   What are you two doing up so early... ?,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
10,KEIKO,"   Oh, I just have a lot to catch up on    at school.  Thought I'd get an early    start...",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
11,O'BRIEN,"   At five-thirty in the morning?       Coffee... Jamaican blend... double    strong, double sweet...",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
12,KEIKO,   I have a dozen essays to read.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
13,O'BRIEN,"   Didja have sweet dreams, darlin'... ?",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
14,MOLLY,   Go away.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
15,O'BRIEN,"   Hey, don't I get my morning kiss?",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
16,MOLLY,   No.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
17,O'BRIEN,   What'd I do to deserve that?,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
18,KEIKO,"   It's just a phase, Miles.  She doesn't    mean it.",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
19,O'BRIEN,   Huh.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
20,KEIKO,   Don't let it bother you.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
21,O'BRIEN,   What time'd you get to bed last night?,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
22,KEIKO,   I don't know.  Late.  I didn't want    to wake you.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
23,O'BRIEN,       I was tired.  I guess the trip really    took a lot out of me.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
24,KEIKO,   What did they have you doing?,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
25,O'BRIEN,"   The Paradas?  Oh, they put me through    basic training on all the security    measures they want in place for the    peace talks... Odo would have had a    field day... I wish he could have    been there...",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
26,O'BRIEN,   I'll drop Molly off at day care on    my way to Ops...,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
27,KEIKO,"   No, that's okay.  I'm taking her    with me.       Molly...",2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
28,O'BRIEN,   To school... while you try to read?     That doesn't make a lot of sense...,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
29,KEIKO,   There's something I wanted to show    her... a Vulcan program that teaches    basic problem solving skills...,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
30,O'BRIEN,       At five-thirty-five in the morning...    what's gotten into you?,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
31,KEIKO,   I want to do it while her mind is    fresh.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
32,O'BRIEN,       If you say so.,2    INT. O'BRIEN'S QUARTERS,O'BRIEN'S QUARTERS,INT.,"""Whispers""",1993-11-16,Deep Space Nine
