,character,quote,scene,location,view,episode,date,series
0,KIRA,   Release docking clamps.,2    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
1,DAX,   Clamps released.,2    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
2,KIRA,   Shields up. Power to phasers and   quantum torpedoes.,2    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
3,DAX,   Weapons ready.,2    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
4,KIRA,   Bring us around.,2    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
5,DAX,   Dukat's bird of prey is in position.,5    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
6,KIRA,   Maintain communications blackout.    Nobody fires until we have orders    from Captain Sisko.,5    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
7,DAX,       There sure are a lot of them.,5    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
8,KIRA,   That'll just make it harder for us    to miss.,5    INT. DEFIANT - BRIDGE (OPTICAL),DEFIANT - BRIDGE,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
9,O'BRIEN,       They still aren't responding to    our hails.,6    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
10,SISKO,   I think they're trying to    intimidate us.,6    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
11,O'BRIEN,   I don't believe it. The Dominion    ships are turning away from the    station. They're laying in a new    course.     SISKO   Heading?,6    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
12,course.SISKO,   Heading?,6    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
13,O'BRIEN,   Straight for Cardassia.,6    INT. OPS,OPS,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
14,DAX,   Dukat's ship is breaking    formation. He's going after the    Dominion fleet.,8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
15,KIRA,   Open a channel.,8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
16,KIRA,"   Dukat, stop trying to be a hero.    Get back to the station.",8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
17,DUKAT,"       Your concern is touching, major.   But I think you misunderstand me.    I'm not attacking the Dominion    fleet... I'm joining it.",8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
18,KIRA,   What are you talking about?,8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
19,DUKAT,       I'm afraid I have a confession to   make.,8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
20,DUKAT ,"   For the past few months, I've been    conducting secret negotiations    between the Dominion and    Cardassia. And as of last week,    Cardassia has agreed to become    part of the Dominion.",8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
21,KIRA,   You can't be serious.,8    INT. DEFIANT - BRIDGE,DEFIANT,INT.,STAR TREK: DEEP SPACE NINE,1996-12-02,Deep Space Nine
